Survey.series,Deployment.date,Recovery.date,Sampling.Note,Sampled.Fish.Number,Cage.Number,Fish.Length.mm,Fish.Weight.g,Fish.Species,HEAD_OPER,MOUTH_GILLS,ANT.DORS,POST.DORS,ANT.VENT,POST.VENT,DORSAL,PECTORAL,PELVIC,ANAL,ADIPOSE,CAUDAL,BAG,BIN,TOTAL
Loch Linnhe Sea Lice Settlement Experiment,12/05/2011,27/05/2011,100% mortality due to severe weather causing fouling.,,10,,,,,,,,,,,,,,,,,,
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,1,10,200,93.89,Salmon,1,0,0,0,1,5,0,0,2,1,0,0,0,0,10
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,2,10,180,72.92,Salmon,0,0,0,0,1,3,0,1,1,0,0,0,0,0,6
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,3,10,195,81.35,Salmon,0,0,0,0,1,1,0,0,2,0,0,0,0,0,4
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,4,10,176,59.56,Salmon,0,0,0,0,1,0,0,2,2,0,0,0,0,0,5
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,5,10,182,65.98,Salmon,0,0,0,0,0,2,0,0,1,0,0,0,3,0,6
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,6,10,195,85.06,Salmon,0,0,0,0,2,6,0,0,1,0,0,0,0,0,9
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,7,10,200,83.49,Salmon,0,0,0,0,2,3,1,2,4,2,0,0,0,0,14
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,8,10,180,66.28,Salmon,0,0,0,0,0,2,0,0,3,0,0,0,0,0,5
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,9,10,174,64.99,Salmon,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,10,10,198,83.63,Salmon,0,0,0,0,1,9,0,1,2,1,0,0,0,0,14
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,11,10,177,69.3,Salmon,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,12,10,170,58.41,Salmon,0,0,0,0,3,2,0,0,0,0,0,0,0,0,5
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,13,10,177,62.6,Salmon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,14,10,178,74.83,Salmon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,15,10,205,93.71,Salmon,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,16,10,185,74.37,Salmon,0,0,0,0,4,2,0,0,1,0,0,0,0,0,7
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,17,10,180,71.75,Salmon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,18,10,178,63.5,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,19,10,182,68.25,Salmon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Loch Linnhe Sea Lice Settlement Experiment,26/10/2011,01/11/2011,,20,10,166,67.6,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,1,10,204,85.51,Salmon,0,0,0,0,8,1,0,0,4,0,0,0,0,0,13
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,2,10,198,68.16,Salmon,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,3,10,183.3,63.73,Salmon,0,0,0,0,6,5,0,4,0,1,0,0,0,0,16
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,4,10,197,72.55,Salmon,0,0,0,0,3,1,1,1,1,0,0,0,0,0,7
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,5,10,213,94.38,Salmon,0,0,0,0,2,4,0,1,4,0,0,0,1,0,12
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,6,10,191,70.07,Salmon,1,0,0,0,3,3,0,1,5,0,0,0,0,0,13
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,7,10,222,89.01,Salmon,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,8,10,203,73.08,Salmon,0,0,0,0,0,10,0,0,8,0,0,0,0,0,18
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,9,10,176,60.76,Salmon,0,0,0,0,8,5,0,0,3,2,0,0,0,0,18
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,10,10,192,77.01,Salmon,0,0,0,0,7,5,0,2,0,2,0,0,0,0,16
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,11,10,202,77.14,Salmon,0,0,0,0,4,0,0,0,5,0,0,0,0,0,9
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,12,10,196,79.21,Salmon,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,13,10,204,83.97,Salmon,1,0,0,0,9,9,0,4,4,0,0,0,1,0,28
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,14,10,202,81.5,Salmon,0,0,0,0,7,8,0,2,2,3,0,0,0,0,22
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,15,10,174,53.06,Salmon,0,0,0,0,2,0,0,2,3,0,0,0,1,0,8
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,16,10,183,65.17,Salmon,0,0,0,0,4,1,0,3,1,1,0,0,0,0,10
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,17,10,176,58.43,Salmon,0,0,0,0,0,2,0,4,10,0,0,0,0,0,16
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,18,10,214,98.98,Salmon,0,0,0,0,6,0,0,0,14,4,0,0,0,0,24
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,19,10,201,82.18,Salmon,0,0,0,0,9,4,0,0,0,0,0,0,4,0,17
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,20,10,191,73.08,Salmon,0,0,0,0,4,10,0,0,5,0,0,0,2,0,21
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,21,10,192,69.65,Salmon,0,0,0,0,1,5,0,0,0,0,0,0,0,0,6
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,22,10,178,59.14,Salmon,0,0,0,0,1,2,0,4,3,0,0,0,0,0,10
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,23,10,187,62.87,Salmon,0,0,0,0,3,0,0,1,5,1,0,0,0,0,10
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,24,10,206,95.32,Salmon,0,0,0,0,5,0,0,0,9,4,0,0,1,0,19
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,25,10,186,71.96,Salmon,2,0,0,0,7,0,0,10,0,0,0,0,0,0,19
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,26,10,199,84.14,Salmon,0,0,0,0,3,2,2,2,1,0,0,0,0,0,10
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,27,10,203,80.47,Salmon,0,0,0,0,8,0,0,0,6,0,0,0,0,0,14
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,28,10,212,93.11,Salmon,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,29,10,201,81.02,Salmon,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,30,10,186,66.14,Salmon,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,31,10,196,91.02,Salmon,0,0,0,0,9,5,0,0,0,0,0,0,0,0,14
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,32,10,197,83.61,Salmon,1,0,0,0,8,3,0,0,3,1,0,0,0,0,16
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,33,10,168,46.98,Salmon,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,34,10,206,80.41,Salmon,0,0,0,0,2,2,5,5,0,0,0,0,0,0,14
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,35,10,181,67.07,Salmon,0,0,0,0,4,1,0,2,0,0,0,0,0,0,7
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,36,10,206,84.15,Salmon,0,0,0,0,7,0,0,0,7,0,0,0,0,0,14
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,37,10,186,62.08,Salmon,0,1,0,0,1,2,0,4,0,0,0,0,0,0,8
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,38,10,218,86.4,Salmon,0,0,0,0,8,0,0,2,5,1,0,0,0,0,16
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,39,10,206,89.76,Salmon,0,0,0,0,2,5,0,0,0,2,0,0,0,0,9
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,40,10,203,84.9,Salmon,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,41,10,197,73.76,Salmon,0,0,0,0,1,2,0,2,0,0,0,0,0,0,5
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,42,10,169,49.01,Salmon,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,43,10,207,93.17,Salmon,0,0,0,0,3,0,5,2,4,0,0,0,0,0,14
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,44,10,192,67.12,Salmon,0,0,0,0,3,2,1,2,1,2,0,0,0,0,11
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,45,10,221,99.06,Salmon,0,0,0,1,6,3,0,0,0,0,0,0,0,0,10
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,46,10,206,84.75,Salmon,1,0,0,0,3,3,0,0,3,0,0,0,0,0,10
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,47,10,201,66.51,Salmon,0,0,0,0,9,2,0,0,0,0,0,0,0,0,11
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,48,10,171,41.81,Salmon,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,49,10,202,70.52,Salmon,0,0,0,0,3,0,0,0,2,0,0,0,0,0,5
Loch Linnhe Sea Lice Settlement Experiment,01/11/2011,09/11/2011,,50,10,211,85.32,Salmon,0,0,0,0,2,0,0,6,3,0,0,0,0,0,11
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,1,10,180,69.9,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,2,10,210,88.89,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,3,10,209,91.45,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,4,10,220,102.2,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,5,10,208,89.07,Salmon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,6,10,205,87.4,Salmon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,7,10,212,102.5,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,8,10,176,56.31,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,9,10,246,138.78,Salmon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,10,10,258,165.15,Salmon,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,11,10,189,61.87,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,12,10,188,73.32,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,13,10,210,88.74,Salmon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,14,10,208,87.9,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,15,10,196,74.21,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,16,10,209,102.14,Salmon,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,17,10,195,69.61,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,18,10,201,84.1,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,19,10,185,72.32,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,20,10,187,73.48,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,21,10,193,78.74,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,22,10,191,73.03,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,23,10,215,95.82,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,24,10,182,63.68,Salmon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,25,10,196,84.4,Salmon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,26,10,199,83.7,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,27,10,224,120.7,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,28,10,197,86.23,Salmon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,29,10,212,94.67,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,30,10,255,148.13,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,31,10,194,77.76,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,32,10,180,66.07,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,33,10,204,94.56,Salmon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,34,10,220,112.34,Salmon,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,35,10,200,87.59,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,36,10,196,81.28,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,37,10,191,74.62,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,38,10,226,117.72,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,39,10,209,92.17,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,40,10,208,87.52,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,41,10,217,109.87,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loch Linnhe Sea Lice Settlement Experiment,01/05/2012,08/05/2012,,42,10,220,106.88,Salmon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
